,ch,x,y
13,61,53.203149258785075,57.98356089472645
12,59,102.47119953012759,56.69343159445452
34,33,205.3532707898259,-94.94520549394656
35,35,152.75275793668075,-95.86335086105555
43,34,153.0998359970894,-148.89221504670468
42,32,206.85708483077832,-147.9538787779502
48,14,318.14605417929727,-196.63531173647425
49,16,263.3003417212902,-199.989819214426
57,15,266.07904848209023,-255.32008930899065
56,13,322.13112316417954,-251.8917975565637
