block,block_id,parameter,parameter_name,address,access,size_byte,default_value,param_mask,param_shift,max_value
ChAligner,08,orbsyn_fc_err_cnt,ChAligner_08_orbsyn_fc_err_cnt,0x232,ro,1,0,255,0,255
ChAligner,08,prbs_chk_err_cnt,ChAligner_08_prbs_chk_err_cnt,0x233,ro,1,0,255,0,255
ChAligner,09,force_ch_outputs,ChAligner_09_force_ch_outputs,0x240,rw,1,0,1,6,1
ChAligner,09,prbs_chk_en,ChAligner_09_prbs_chk_en,0x240,rw,1,0,1,5,1
ChAligner,09,patt_sel,ChAligner_09_patt_sel,0x240,rw,1,0,1,4,1
ChAligner,09,prbs28_en,ChAligner_09_prbs28_en,0x240,rw,1,0,1,3,1
ChAligner,09,patt_en,ChAligner_09_patt_en,0x240,rw,1,0,1,2,1
ChAligner,09,sel_override_en,ChAligner_09_sel_override_en,0x240,rw,1,0,1,1,1
ChAligner,09,per_ch_align_en,ChAligner_09_per_ch_align_en,0x240,rw,1,0,1,0,1
ChAligner,09,sel_override_val,ChAligner_09_sel_override_val,0x241,rw,1,0,255,0,255
ChAligner,09,seed_in,ChAligner_09_seed_in,0x242,rw,2,0,65535,0,65535
ChAligner,09,user_word_0,ChAligner_09_user_word_0,0x244,rw,4,0,4294967295,0,4294967295
ChAligner,09,user_word_1,ChAligner_09_user_word_1,0x248,rw,4,0,4294967295,0,4294967295
ChAligner,09,user_word_2,ChAligner_09_user_word_2,0x24c,rw,4,0,4294967295,0,4294967295
ChAligner,09,user_word_3,ChAligner_09_user_word_3,0x250,rw,4,0,4294967295,0,4294967295
ChAligner,09,prbs_chk_err,ChAligner_09_prbs_chk_err,0x254,ro,1,0,1,7,1
ChAligner,09,orbsyn_fc_err,ChAligner_09_orbsyn_fc_err,0x254,ro,1,0,1,6,1
ChAligner,09,orbsyn_arr_err,ChAligner_09_orbsyn_arr_err,0x254,ro,1,0,1,5,1
ChAligner,09,orbsyn_hdr_err,ChAligner_09_orbsyn_hdr_err,0x254,ro,1,0,1,4,1
ChAligner,09,align_seu_err,ChAligner_09_align_seu_err,0x254,ro,1,0,1,3,1
ChAligner,09,hdr_mm_err,ChAligner_09_hdr_mm_err,0x254,ro,1,0,1,2,1
ChAligner,09,snapshot_dv,ChAligner_09_snapshot_dv,0x254,ro,1,0,1,1,1
ChAligner,09,pattern_match,ChAligner_09_pattern_match,0x254,ro,1,0,1,0,1
ChAligner,09,select,ChAligner_09_select,0x255,ro,1,0,255,0,255
ChAligner,09,snapshot,ChAligner_09_snapshot,0x256,ro,24,0,6277101735386680763835789423207666416102355444464034512895,0,6277101735386680763835789423207666416102355444464034512895
ChAligner,09,hdr_mm_cntr,ChAligner_09_hdr_mm_cntr,0x26e,ro,2,0,65535,0,65535
ChAligner,09,orbsyn_hdr_err_cnt,ChAligner_09_orbsyn_hdr_err_cnt,0x270,ro,1,0,255,0,255
ChAligner,09,orbsyn_arr_err_cnt,ChAligner_09_orbsyn_arr_err_cnt,0x271,ro,1,0,255,0,255
ChAligner,09,orbsyn_fc_err_cnt,ChAligner_09_orbsyn_fc_err_cnt,0x272,ro,1,0,255,0,255
ChAligner,09,prbs_chk_err_cnt,ChAligner_09_prbs_chk_err_cnt,0x273,ro,1,0,255,0,255
ChAligner,10,force_ch_outputs,ChAligner_10_force_ch_outputs,0x280,rw,1,0,1,6,1
ChAligner,10,prbs_chk_en,ChAligner_10_prbs_chk_en,0x280,rw,1,0,1,5,1
ChAligner,10,patt_sel,ChAligner_10_patt_sel,0x280,rw,1,0,1,4,1
ChAligner,10,prbs28_en,ChAligner_10_prbs28_en,0x280,rw,1,0,1,3,1
ChAligner,10,patt_en,ChAligner_10_patt_en,0x280,rw,1,0,1,2,1
ChAligner,10,sel_override_en,ChAligner_10_sel_override_en,0x280,rw,1,0,1,1,1
ChAligner,10,per_ch_align_en,ChAligner_10_per_ch_align_en,0x280,rw,1,0,1,0,1
ChAligner,10,sel_override_val,ChAligner_10_sel_override_val,0x281,rw,1,0,255,0,255
ChAligner,10,seed_in,ChAligner_10_seed_in,0x282,rw,2,0,65535,0,65535
ChAligner,10,user_word_0,ChAligner_10_user_word_0,0x284,rw,4,0,4294967295,0,4294967295
ChAligner,10,user_word_1,ChAligner_10_user_word_1,0x288,rw,4,0,4294967295,0,4294967295
ChAligner,10,user_word_2,ChAligner_10_user_word_2,0x28c,rw,4,0,4294967295,0,4294967295
ChAligner,10,user_word_3,ChAligner_10_user_word_3,0x290,rw,4,0,4294967295,0,4294967295
ChAligner,10,prbs_chk_err,ChAligner_10_prbs_chk_err,0x294,ro,1,0,1,7,1
ChAligner,10,orbsyn_fc_err,ChAligner_10_orbsyn_fc_err,0x294,ro,1,0,1,6,1
ChAligner,10,orbsyn_arr_err,ChAligner_10_orbsyn_arr_err,0x294,ro,1,0,1,5,1
ChAligner,10,orbsyn_hdr_err,ChAligner_10_orbsyn_hdr_err,0x294,ro,1,0,1,4,1
ChAligner,10,align_seu_err,ChAligner_10_align_seu_err,0x294,ro,1,0,1,3,1
ChAligner,10,hdr_mm_err,ChAligner_10_hdr_mm_err,0x294,ro,1,0,1,2,1
ChAligner,10,snapshot_dv,ChAligner_10_snapshot_dv,0x294,ro,1,0,1,1,1
ChAligner,10,pattern_match,ChAligner_10_pattern_match,0x294,ro,1,0,1,0,1
ChAligner,10,select,ChAligner_10_select,0x295,ro,1,0,255,0,255
ChAligner,10,snapshot,ChAligner_10_snapshot,0x296,ro,24,0,6277101735386680763835789423207666416102355444464034512895,0,6277101735386680763835789423207666416102355444464034512895
ChAligner,10,hdr_mm_cntr,ChAligner_10_hdr_mm_cntr,0x2ae,ro,2,0,65535,0,65535
ChAligner,10,orbsyn_hdr_err_cnt,ChAligner_10_orbsyn_hdr_err_cnt,0x2b0,ro,1,0,255,0,255
ChAligner,10,orbsyn_arr_err_cnt,ChAligner_10_orbsyn_arr_err_cnt,0x2b1,ro,1,0,255,0,255
ChAligner,10,orbsyn_fc_err_cnt,ChAligner_10_orbsyn_fc_err_cnt,0x2b2,ro,1,0,255,0,255
ChAligner,10,prbs_chk_err_cnt,ChAligner_10_prbs_chk_err_cnt,0x2b3,ro,1,0,255,0,255
ChAligner,11,force_ch_outputs,ChAligner_11_force_ch_outputs,0x2c0,rw,1,0,1,6,1
ChAligner,11,prbs_chk_en,ChAligner_11_prbs_chk_en,0x2c0,rw,1,0,1,5,1
ChAligner,11,patt_sel,ChAligner_11_patt_sel,0x2c0,rw,1,0,1,4,1
ChAligner,11,prbs28_en,ChAligner_11_prbs28_en,0x2c0,rw,1,0,1,3,1
ChAligner,11,patt_en,ChAligner_11_patt_en,0x2c0,rw,1,0,1,2,1
ChAligner,11,sel_override_en,ChAligner_11_sel_override_en,0x2c0,rw,1,0,1,1,1
ChAligner,11,per_ch_align_en,ChAligner_11_per_ch_align_en,0x2c0,rw,1,0,1,0,1
ChAligner,11,sel_override_val,ChAligner_11_sel_override_val,0x2c1,rw,1,0,255,0,255
ChAligner,11,seed_in,ChAligner_11_seed_in,0x2c2,rw,2,0,65535,0,65535
ChAligner,11,user_word_0,ChAligner_11_user_word_0,0x2c4,rw,4,0,4294967295,0,4294967295
ChAligner,11,user_word_1,ChAligner_11_user_word_1,0x2c8,rw,4,0,4294967295,0,4294967295
ChAligner,11,user_word_2,ChAligner_11_user_word_2,0x2cc,rw,4,0,4294967295,0,4294967295
ChAligner,11,user_word_3,ChAligner_11_user_word_3,0x2d0,rw,4,0,4294967295,0,4294967295
ChAligner,11,prbs_chk_err,ChAligner_11_prbs_chk_err,0x2d4,ro,1,0,1,7,1
ChAligner,11,orbsyn_fc_err,ChAligner_11_orbsyn_fc_err,0x2d4,ro,1,0,1,6,1
ChAligner,11,orbsyn_arr_err,ChAligner_11_orbsyn_arr_err,0x2d4,ro,1,0,1,5,1
ChAligner,11,orbsyn_hdr_err,ChAligner_11_orbsyn_hdr_err,0x2d4,ro,1,0,1,4,1
ChAligner,11,align_seu_err,ChAligner_11_align_seu_err,0x2d4,ro,1,0,1,3,1
ChAligner,11,hdr_mm_err,ChAligner_11_hdr_mm_err,0x2d4,ro,1,0,1,2,1
ChAligner,11,snapshot_dv,ChAligner_11_snapshot_dv,0x2d4,ro,1,0,1,1,1
ChAligner,11,pattern_match,ChAligner_11_pattern_match,0x2d4,ro,1,0,1,0,1
ChAligner,11,select,ChAligner_11_select,0x2d5,ro,1,0,255,0,255
ChAligner,11,snapshot,ChAligner_11_snapshot,0x2d6,ro,24,0,6277101735386680763835789423207666416102355444464034512895,0,6277101735386680763835789423207666416102355444464034512895
ChAligner,11,hdr_mm_cntr,ChAligner_11_hdr_mm_cntr,0x2ee,ro,2,0,65535,0,65535
ChAligner,11,orbsyn_hdr_err_cnt,ChAligner_11_orbsyn_hdr_err_cnt,0x2f0,ro,1,0,255,0,255
ChAligner,11,orbsyn_arr_err_cnt,ChAligner_11_orbsyn_arr_err_cnt,0x2f1,ro,1,0,255,0,255
ChAligner,11,orbsyn_fc_err_cnt,ChAligner_11_orbsyn_fc_err_cnt,0x2f2,ro,1,0,255,0,255
ChAligner,11,prbs_chk_err_cnt,ChAligner_11_prbs_chk_err_cnt,0x2f3,ro,1,0,255,0,255
ChEprxGrp,00,phase_select,ChEprxGrp_00_phase_select,0x341,ro,1,0,15,2,15
ChEprxGrp,00,train_channel,ChEprxGrp_00_train_channel,0x340,rw,1,0,1,2,1
ChEprxGrp,00,reset_channels,ChEprxGrp_00_reset_channels,0x340,rw,1,0,1,1,1
ChEprxGrp,00,dll_reset_req,ChEprxGrp_00_dll_reset_req,0x340,rw,1,0,1,0,1
ChEprxGrp,00,channel_locked,ChEprxGrp_00_channel_locked,0x341,ro,1,0,1,7,1
ChEprxGrp,00,dll_instant_lock,ChEprxGrp_00_dll_instant_lock,0x341,ro,1,0,1,6,1
ChEprxGrp,00,dll_state,ChEprxGrp_00_dll_state,0x341,ro,1,0,3,0,3
ChEprxGrp,00,dll_loss_of_lock_count,ChEprxGrp_00_dll_loss_of_lock_count,0x342,ro,1,0,31,3,31
ChEprxGrp,00,dll_lock_filter_state,ChEprxGrp_00_dll_lock_filter_state,0x342,ro,1,0,3,1,3
ChEprxGrp,00,dll_locked,ChEprxGrp_00_dll_locked,0x342,ro,1,1,1,0,1
ChEprxGrp,01,phase_select,ChEprxGrp_01_phase_select,0x345,ro,1,0,15,2,15
ChEprxGrp,01,train_channel,ChEprxGrp_01_train_channel,0x344,rw,1,0,1,2,1
ChEprxGrp,01,reset_channels,ChEprxGrp_01_reset_channels,0x344,rw,1,0,1,1,1
ChEprxGrp,01,dll_reset_req,ChEprxGrp_01_dll_reset_req,0x344,rw,1,0,1,0,1
ChEprxGrp,01,channel_locked,ChEprxGrp_01_channel_locked,0x345,ro,1,0,1,7,1
ChEprxGrp,01,dll_instant_lock,ChEprxGrp_01_dll_instant_lock,0x345,ro,1,0,1,6,1
ChEprxGrp,01,dll_state,ChEprxGrp_01_dll_state,0x345,ro,1,0,3,0,3
ChEprxGrp,01,dll_loss_of_lock_count,ChEprxGrp_01_dll_loss_of_lock_count,0x346,ro,1,0,31,3,31
ChEprxGrp,01,dll_lock_filter_state,ChEprxGrp_01_dll_lock_filter_state,0x346,ro,1,0,3,1,3
ChEprxGrp,01,dll_locked,ChEprxGrp_01_dll_locked,0x346,ro,1,1,1,0,1
ChEprxGrp,02,phase_select,ChEprxGrp_02_phase_select,0x349,ro,1,0,15,2,15
ChEprxGrp,02,train_channel,ChEprxGrp_02_train_channel,0x348,rw,1,0,1,2,1
ChEprxGrp,02,reset_channels,ChEprxGrp_02_reset_channels,0x348,rw,1,0,1,1,1
ChEprxGrp,02,dll_reset_req,ChEprxGrp_02_dll_reset_req,0x348,rw,1,0,1,0,1
ChEprxGrp,02,channel_locked,ChEprxGrp_02_channel_locked,0x349,ro,1,0,1,7,1
ChEprxGrp,02,dll_instant_lock,ChEprxGrp_02_dll_instant_lock,0x349,ro,1,0,1,6,1
ChEprxGrp,02,dll_state,ChEprxGrp_02_dll_state,0x349,ro,1,0,3,0,3
ChEprxGrp,02,dll_loss_of_lock_count,ChEprxGrp_02_dll_loss_of_lock_count,0x34a,ro,1,0,31,3,31
ChEprxGrp,02,dll_lock_filter_state,ChEprxGrp_02_dll_lock_filter_state,0x34a,ro,1,0,3,1,3
ChEprxGrp,02,dll_locked,ChEprxGrp_02_dll_locked,0x34a,ro,1,1,1,0,1
ChEprxGrp,03,phase_select,ChEprxGrp_03_phase_select,0x34d,ro,1,0,15,2,15
ChEprxGrp,03,train_channel,ChEprxGrp_03_train_channel,0x34c,rw,1,0,1,2,1
ChEprxGrp,03,reset_channels,ChEprxGrp_03_reset_channels,0x34c,rw,1,0,1,1,1
ChEprxGrp,03,dll_reset_req,ChEprxGrp_03_dll_reset_req,0x34c,rw,1,0,1,0,1
ChEprxGrp,03,channel_locked,ChEprxGrp_03_channel_locked,0x34d,ro,1,0,1,7,1
ChEprxGrp,03,dll_instant_lock,ChEprxGrp_03_dll_instant_lock,0x34d,ro,1,0,1,6,1
ChEprxGrp,03,dll_state,ChEprxGrp_03_dll_state,0x34d,ro,1,0,3,0,3
ChEprxGrp,03,dll_loss_of_lock_count,ChEprxGrp_03_dll_loss_of_lock_count,0x34e,ro,1,0,31,3,31
ChEprxGrp,03,dll_lock_filter_state,ChEprxGrp_03_dll_lock_filter_state,0x34e,ro,1,0,3,1,3
ChEprxGrp,03,dll_locked,ChEprxGrp_03_dll_locked,0x34e,ro,1,1,1,0,1
ChEprxGrp,04,phase_select,ChEprxGrp_04_phase_select,0x351,ro,1,0,15,2,15
ChEprxGrp,04,train_channel,ChEprxGrp_04_train_channel,0x350,rw,1,0,1,2,1
ChEprxGrp,04,reset_channels,ChEprxGrp_04_reset_channels,0x350,rw,1,0,1,1,1
ChEprxGrp,04,dll_reset_req,ChEprxGrp_04_dll_reset_req,0x350,rw,1,0,1,0,1
ChEprxGrp,04,channel_locked,ChEprxGrp_04_channel_locked,0x351,ro,1,0,1,7,1
ChEprxGrp,04,dll_instant_lock,ChEprxGrp_04_dll_instant_lock,0x351,ro,1,0,1,6,1
ChEprxGrp,04,dll_state,ChEprxGrp_04_dll_state,0x351,ro,1,0,3,0,3
ChEprxGrp,04,dll_loss_of_lock_count,ChEprxGrp_04_dll_loss_of_lock_count,0x352,ro,1,0,31,3,31
ChEprxGrp,04,dll_lock_filter_state,ChEprxGrp_04_dll_lock_filter_state,0x352,ro,1,0,3,1,3
ChEprxGrp,04,dll_locked,ChEprxGrp_04_dll_locked,0x352,ro,1,1,1,0,1
ChEprxGrp,05,phase_select,ChEprxGrp_05_phase_select,0x355,ro,1,0,15,2,15
ChEprxGrp,05,train_channel,ChEprxGrp_05_train_channel,0x354,rw,1,0,1,2,1
ChEprxGrp,05,reset_channels,ChEprxGrp_05_reset_channels,0x354,rw,1,0,1,1,1
ChEprxGrp,05,dll_reset_req,ChEprxGrp_05_dll_reset_req,0x354,rw,1,0,1,0,1
ChEprxGrp,05,channel_locked,ChEprxGrp_05_channel_locked,0x355,ro,1,0,1,7,1
ChEprxGrp,05,dll_instant_lock,ChEprxGrp_05_dll_instant_lock,0x355,ro,1,0,1,6,1
ChEprxGrp,05,dll_state,ChEprxGrp_05_dll_state,0x355,ro,1,0,3,0,3
ChEprxGrp,05,dll_loss_of_lock_count,ChEprxGrp_05_dll_loss_of_lock_count,0x356,ro,1,0,31,3,31
ChEprxGrp,05,dll_lock_filter_state,ChEprxGrp_05_dll_lock_filter_state,0x356,ro,1,0,3,1,3
ChEprxGrp,05,dll_locked,ChEprxGrp_05_dll_locked,0x356,ro,1,1,1,0,1
ChEprxGrp,06,phase_select,ChEprxGrp_06_phase_select,0x359,ro,1,0,15,2,15
ChEprxGrp,06,train_channel,ChEprxGrp_06_train_channel,0x358,rw,1,0,1,2,1
ChEprxGrp,06,reset_channels,ChEprxGrp_06_reset_channels,0x358,rw,1,0,1,1,1
ChEprxGrp,06,dll_reset_req,ChEprxGrp_06_dll_reset_req,0x358,rw,1,0,1,0,1
ChEprxGrp,06,channel_locked,ChEprxGrp_06_channel_locked,0x359,ro,1,0,1,7,1
ChEprxGrp,06,dll_instant_lock,ChEprxGrp_06_dll_instant_lock,0x359,ro,1,0,1,6,1
ChEprxGrp,06,dll_state,ChEprxGrp_06_dll_state,0x359,ro,1,0,3,0,3
ChEprxGrp,06,dll_loss_of_lock_count,ChEprxGrp_06_dll_loss_of_lock_count,0x35a,ro,1,0,31,3,31
ChEprxGrp,06,dll_lock_filter_state,ChEprxGrp_06_dll_lock_filter_state,0x35a,ro,1,0,3,1,3
ChEprxGrp,06,dll_locked,ChEprxGrp_06_dll_locked,0x35a,ro,1,1,1,0,1
ChEprxGrp,07,phase_select,ChEprxGrp_07_phase_select,0x35d,ro,1,0,15,2,15
ChEprxGrp,07,train_channel,ChEprxGrp_07_train_channel,0x35c,rw,1,0,1,2,1
ChEprxGrp,07,reset_channels,ChEprxGrp_07_reset_channels,0x35c,rw,1,0,1,1,1
ChEprxGrp,07,dll_reset_req,ChEprxGrp_07_dll_reset_req,0x35c,rw,1,0,1,0,1
ChEprxGrp,07,channel_locked,ChEprxGrp_07_channel_locked,0x35d,ro,1,0,1,7,1
ChEprxGrp,07,dll_instant_lock,ChEprxGrp_07_dll_instant_lock,0x35d,ro,1,0,1,6,1
ChEprxGrp,07,dll_state,ChEprxGrp_07_dll_state,0x35d,ro,1,0,3,0,3
ChEprxGrp,07,dll_loss_of_lock_count,ChEprxGrp_07_dll_loss_of_lock_count,0x35e,ro,1,0,31,3,31
ChEprxGrp,07,dll_lock_filter_state,ChEprxGrp_07_dll_lock_filter_state,0x35e,ro,1,0,3,1,3
ChEprxGrp,07,dll_locked,ChEprxGrp_07_dll_locked,0x35e,ro,1,1,1,0,1
ChEprxGrp,08,phase_select,ChEprxGrp_08_phase_select,0x361,ro,1,0,15,2,15
ChEprxGrp,08,train_channel,ChEprxGrp_08_train_channel,0x360,rw,1,0,1,2,1
ChEprxGrp,08,reset_channels,ChEprxGrp_08_reset_channels,0x360,rw,1,0,1,1,1
ChEprxGrp,08,dll_reset_req,ChEprxGrp_08_dll_reset_req,0x360,rw,1,0,1,0,1
ChEprxGrp,08,channel_locked,ChEprxGrp_08_channel_locked,0x361,ro,1,0,1,7,1
ChEprxGrp,08,dll_instant_lock,ChEprxGrp_08_dll_instant_lock,0x361,ro,1,0,1,6,1
ChEprxGrp,08,dll_state,ChEprxGrp_08_dll_state,0x361,ro,1,0,3,0,3
ChEprxGrp,08,dll_loss_of_lock_count,ChEprxGrp_08_dll_loss_of_lock_count,0x362,ro,1,0,31,3,31
ChEprxGrp,08,dll_lock_filter_state,ChEprxGrp_08_dll_lock_filter_state,0x362,ro,1,0,3,1,3
ChEprxGrp,08,dll_locked,ChEprxGrp_08_dll_locked,0x362,ro,1,1,1,0,1
ChEprxGrp,09,phase_select,ChEprxGrp_09_phase_select,0x365,ro,1,0,15,2,15
ChEprxGrp,09,train_channel,ChEprxGrp_09_train_channel,0x364,rw,1,0,1,2,1
ChEprxGrp,09,reset_channels,ChEprxGrp_09_reset_channels,0x364,rw,1,0,1,1,1
ChEprxGrp,09,dll_reset_req,ChEprxGrp_09_dll_reset_req,0x364,rw,1,0,1,0,1
ChEprxGrp,09,channel_locked,ChEprxGrp_09_channel_locked,0x365,ro,1,0,1,7,1
ChEprxGrp,09,dll_instant_lock,ChEprxGrp_09_dll_instant_lock,0x365,ro,1,0,1,6,1
ChEprxGrp,09,dll_state,ChEprxGrp_09_dll_state,0x365,ro,1,0,3,0,3
ChEprxGrp,09,dll_loss_of_lock_count,ChEprxGrp_09_dll_loss_of_lock_count,0x366,ro,1,0,31,3,31
ChEprxGrp,09,dll_lock_filter_state,ChEprxGrp_09_dll_lock_filter_state,0x366,ro,1,0,3,1,3
ChEprxGrp,09,dll_locked,ChEprxGrp_09_dll_locked,0x366,ro,1,1,1,0,1
ChEprxGrp,10,phase_select,ChEprxGrp_10_phase_select,0x369,ro,1,0,15,2,15
ChEprxGrp,10,train_channel,ChEprxGrp_10_train_channel,0x368,rw,1,0,1,2,1
ChEprxGrp,10,reset_channels,ChEprxGrp_10_reset_channels,0x368,rw,1,0,1,1,1
ChEprxGrp,10,dll_reset_req,ChEprxGrp_10_dll_reset_req,0x368,rw,1,0,1,0,1
ChEprxGrp,10,channel_locked,ChEprxGrp_10_channel_locked,0x369,ro,1,0,1,7,1
ChEprxGrp,10,dll_instant_lock,ChEprxGrp_10_dll_instant_lock,0x369,ro,1,0,1,6,1
ChEprxGrp,10,dll_state,ChEprxGrp_10_dll_state,0x369,ro,1,0,3,0,3
ChEprxGrp,10,dll_loss_of_lock_count,ChEprxGrp_10_dll_loss_of_lock_count,0x36a,ro,1,0,31,3,31
ChEprxGrp,10,dll_lock_filter_state,ChEprxGrp_10_dll_lock_filter_state,0x36a,ro,1,0,3,1,3
ChEprxGrp,10,dll_locked,ChEprxGrp_10_dll_locked,0x36a,ro,1,1,1,0,1
ChEprxGrp,11,phase_select,ChEprxGrp_11_phase_select,0x36d,ro,1,0,15,2,15
ChEprxGrp,11,train_channel,ChEprxGrp_11_train_channel,0x36c,rw,1,0,1,2,1
ChEprxGrp,11,reset_channels,ChEprxGrp_11_reset_channels,0x36c,rw,1,0,1,1,1
ChEprxGrp,11,dll_reset_req,ChEprxGrp_11_dll_reset_req,0x36c,rw,1,0,1,0,1
ChEprxGrp,11,channel_locked,ChEprxGrp_11_channel_locked,0x36d,ro,1,0,1,7,1
ChEprxGrp,11,dll_instant_lock,ChEprxGrp_11_dll_instant_lock,0x36d,ro,1,0,1,6,1
ChEprxGrp,11,dll_state,ChEprxGrp_11_dll_state,0x36d,ro,1,0,3,0,3
ChEprxGrp,11,dll_loss_of_lock_count,ChEprxGrp_11_dll_loss_of_lock_count,0x36e,ro,1,0,31,3,31
ChEprxGrp,11,dll_lock_filter_state,ChEprxGrp_11_dll_lock_filter_state,0x36e,ro,1,0,3,1,3
ChEprxGrp,11,dll_locked,ChEprxGrp_11_dll_locked,0x36e,ro,1,1,1,0,1
ChErr,00,wren_msk,ChErr_00_wren_msk,0x300,wo,1,0,1,2,1
ChErr,00,wren_err,ChErr_00_wren_err,0x300,wo,1,0,1,1,1
ChErr,00,clr_on_read,ChErr_00_clr_on_read,0x300,wo,1,0,1,0,1
ChErr,00,hdr_mm_err,ChErr_00_hdr_mm_err,0x301,ro,1,0,1,5,1
ChErr,00,align_seu_err,ChErr_00_align_seu_err,0x301,ro,1,0,1,4,1
ChErr,00,orbsyn_hdr_err,ChErr_00_orbsyn_hdr_err,0x301,ro,1,0,1,3,1
ChErr,00,orbsyn_arr_err,ChErr_00_orbsyn_arr_err,0x301,ro,1,0,1,2,1
ChErr,00,orbsyn_fc_err,ChErr_00_orbsyn_fc_err,0x301,ro,1,0,1,1,1
ChErr,00,prbs_chk_err,ChErr_00_prbs_chk_err,0x301,ro,1,0,1,0,1
ChErr,00,dat,ChErr_00_dat,0x302,ro,1,0,63,0,63
ChErr,00,err_out,ChErr_00_err_out,0x303,ro,1,0,1,6,1
ChErr,00,err_dat,ChErr_00_err_dat,0x303,ro,1,0,63,0,63
ChErr,01,wren_msk,ChErr_01_wren_msk,0x304,wo,1,0,1,2,1
ChErr,01,wren_err,ChErr_01_wren_err,0x304,wo,1,0,1,1,1
ChErr,01,clr_on_read,ChErr_01_clr_on_read,0x304,wo,1,0,1,0,1
ChErr,01,hdr_mm_err,ChErr_01_hdr_mm_err,0x305,ro,1,0,1,5,1
ChErr,01,align_seu_err,ChErr_01_align_seu_err,0x305,ro,1,0,1,4,1
ChErr,01,orbsyn_hdr_err,ChErr_01_orbsyn_hdr_err,0x305,ro,1,0,1,3,1
ChErr,01,orbsyn_arr_err,ChErr_01_orbsyn_arr_err,0x305,ro,1,0,1,2,1
ChErr,01,orbsyn_fc_err,ChErr_01_orbsyn_fc_err,0x305,ro,1,0,1,1,1
ChErr,01,prbs_chk_err,ChErr_01_prbs_chk_err,0x305,ro,1,0,1,0,1
ChErr,01,dat,ChErr_01_dat,0x306,ro,1,0,63,0,63
ChErr,01,err_out,ChErr_01_err_out,0x307,ro,1,0,1,6,1
ChErr,01,err_dat,ChErr_01_err_dat,0x307,ro,1,0,63,0,63
ChErr,02,wren_msk,ChErr_02_wren_msk,0x308,wo,1,0,1,2,1
ChErr,02,wren_err,ChErr_02_wren_err,0x308,wo,1,0,1,1,1
ChErr,02,clr_on_read,ChErr_02_clr_on_read,0x308,wo,1,0,1,0,1
ChErr,02,hdr_mm_err,ChErr_02_hdr_mm_err,0x309,ro,1,0,1,5,1
ChErr,02,align_seu_err,ChErr_02_align_seu_err,0x309,ro,1,0,1,4,1
ChErr,02,orbsyn_hdr_err,ChErr_02_orbsyn_hdr_err,0x309,ro,1,0,1,3,1
ChErr,02,orbsyn_arr_err,ChErr_02_orbsyn_arr_err,0x309,ro,1,0,1,2,1
ChErr,02,orbsyn_fc_err,ChErr_02_orbsyn_fc_err,0x309,ro,1,0,1,1,1
ChErr,02,prbs_chk_err,ChErr_02_prbs_chk_err,0x309,ro,1,0,1,0,1
ChErr,02,dat,ChErr_02_dat,0x30a,ro,1,0,63,0,63
ChErr,02,err_out,ChErr_02_err_out,0x30b,ro,1,0,1,6,1
ChErr,02,err_dat,ChErr_02_err_dat,0x30b,ro,1,0,63,0,63
ChErr,03,wren_msk,ChErr_03_wren_msk,0x30c,wo,1,0,1,2,1
ChErr,03,wren_err,ChErr_03_wren_err,0x30c,wo,1,0,1,1,1
ChErr,03,clr_on_read,ChErr_03_clr_on_read,0x30c,wo,1,0,1,0,1
ChErr,03,hdr_mm_err,ChErr_03_hdr_mm_err,0x30d,ro,1,0,1,5,1
ChErr,03,align_seu_err,ChErr_03_align_seu_err,0x30d,ro,1,0,1,4,1
ChErr,03,orbsyn_hdr_err,ChErr_03_orbsyn_hdr_err,0x30d,ro,1,0,1,3,1
ChErr,03,orbsyn_arr_err,ChErr_03_orbsyn_arr_err,0x30d,ro,1,0,1,2,1
ChErr,03,orbsyn_fc_err,ChErr_03_orbsyn_fc_err,0x30d,ro,1,0,1,1,1
ChErr,03,prbs_chk_err,ChErr_03_prbs_chk_err,0x30d,ro,1,0,1,0,1
ChErr,03,dat,ChErr_03_dat,0x30e,ro,1,0,63,0,63
ChErr,03,err_out,ChErr_03_err_out,0x30f,ro,1,0,1,6,1
ChErr,03,err_dat,ChErr_03_err_dat,0x30f,ro,1,0,63,0,63
ChErr,04,wren_msk,ChErr_04_wren_msk,0x310,wo,1,0,1,2,1
ChErr,04,wren_err,ChErr_04_wren_err,0x310,wo,1,0,1,1,1
ChErr,04,clr_on_read,ChErr_04_clr_on_read,0x310,wo,1,0,1,0,1
ChErr,04,hdr_mm_err,ChErr_04_hdr_mm_err,0x311,ro,1,0,1,5,1
ChErr,04,align_seu_err,ChErr_04_align_seu_err,0x311,ro,1,0,1,4,1
ChErr,04,orbsyn_hdr_err,ChErr_04_orbsyn_hdr_err,0x311,ro,1,0,1,3,1
ChErr,04,orbsyn_arr_err,ChErr_04_orbsyn_arr_err,0x311,ro,1,0,1,2,1
ChErr,04,orbsyn_fc_err,ChErr_04_orbsyn_fc_err,0x311,ro,1,0,1,1,1
ChErr,04,prbs_chk_err,ChErr_04_prbs_chk_err,0x311,ro,1,0,1,0,1
ChErr,04,dat,ChErr_04_dat,0x312,ro,1,0,63,0,63
ChErr,04,err_out,ChErr_04_err_out,0x313,ro,1,0,1,6,1
ChErr,04,err_dat,ChErr_04_err_dat,0x313,ro,1,0,63,0,63
ChErr,05,wren_msk,ChErr_05_wren_msk,0x314,wo,1,0,1,2,1
ChErr,05,wren_err,ChErr_05_wren_err,0x314,wo,1,0,1,1,1
